uid,gid,player,team,details,pstat,gstat
13284,4700,AH-3350,DAL,Groin,Limited Participation in Practice,Questionable
13285,4700,CT-0025,DAL,Foot,,IR
13286,4700,DT-1212,DAL,Foot,,IR
13287,4700,EE-0250,DAL,Suspension,,Suspend
13288,4700,JD-3300,DAL,Concussion,Did Not Participate In Practice,Out
13289,4700,SL-0500,DAL,Hamstring,Did Not Participate In Practice,Out
13290,4700,RS-3525,DAL,Ankle,Limited Participation in Practice,Questionable
13291,4700,RG-0550,DAL,Concussion,,IR
13292,4700,RG-1825,DAL,Suspension,,Suspend
13293,4700,TS-2700,DAL,Back,Limited Participation in Practice,Questionable
13294,4700,MC-2150,DAL,Foot,Limited Participation in Practice,Questionable
13295,4700,LC-0825,DAL,Back,Did Not Participate In Practice,Questionable
13296,4700,ZD-0300,DAL,Back,,IR
13297,4700,ZM-0050,DAL,Concussion,Limited Participation in Practice,Questionable
13298,4700,RK-0150,WAS,Ankle,,IR
13299,4700,TM-1400,WAS,Toe,Did Not Participate In Practice,Out
13300,4700,TM-3450,WAS,Knee - Acl ,,IR
13301,4700,TN-0650,WAS,Core Muscle ,Limited Participation in Practice,Questionable
13302,4700,TP-2400,WAS,Ankle,,IR
13303,4700,MF-1400,WAS,Shoulder,,IR
13304,4700,LY-0100,WAS,Groin,,Questionable
13305,4700,PT-0200,WAS,Quadriceps,,IR
13306,4700,MS-3450,WAS,Ankle,Limited Participation in Practice,Questionable
13307,4700,MM-5450,WAS,Knee/ankles,Limited Participation in Practice,Questionable
13308,4700,MN-0550,WAS,Concussion,Did Not Participate In Practice,Out
13309,4700,WC-0300,WAS,Foot,,IR
13310,4700,TW-2800,WAS,Knee,Limited Participation in Practice,Questionable
13311,4700,JA-1062,WAS,Foot,,IR
13312,4700,KM-0350,WAS,Knee,,IR
13313,4700,JR-1150,WAS,Hamstring,Did Not Participate In Practice,Out
13314,4700,AJ-1500,WAS,Shoulder,,IR
13315,4700,BS-0950,WAS,Knee,Limited Participation in Practice,Questionable
13316,4700,DH-3970,WAS,Hip,,IR
13317,4700,CT-1220,WAS,Lower Leg ,,IR
13318,4700,CR-1650,WAS,Hand,Did Not Participate In Practice,Out
13319,4701,CE-0350,CAR,Knee,,IR
13320,4701,CM-1225,CAR,Shoulder,Did Not Participate In Practice,Questionable
13321,4701,CS-0050,CAR,Ankle,,IR
13322,4701,CN-0500,CAR,Thumb,Limited Participation in Practice,Questionable
13323,4701,CJ-1400,CAR,Knee,,IR
13324,4701,CL-1787,CAR,Ankle,,IR
13325,4701,DI-0025,CAR,Shoulder,,IR
13326,4701,DH-0550,CAR,Knee,,IR
13327,4701,DB-6375,CAR,,,IR
13328,4701,DC-3950,CAR,Ankle,,IR
13329,4701,FR-0150,CAR,Ankle,,IR
13330,4701,GO-0100,CAR,Foot,Did Not Participate In Practice,Questionable
13331,4701,LM-1010,CAR,Undisclosed,,Questionable
13332,4701,TD-0700,CAR,Hamstring,Did Not Participate In Practice,Questionable
13333,4701,SS-1525,CAR,Back,,IR
13334,4701,ST-0550,CAR,Foot,Full Participation in Practice,Questionable
13335,4701,TW-2250,CAR,Shoulder,,IR
13336,4701,ZS-0025,CAR,Undisclosed,,Questionable
13337,4701,NF-0100,NO,Illness,,Out
13338,4701,NS-0750,NO,Knee - Acl ,,IR
13339,4701,MW-2250,NO,Groin,Did Not Participate In Practice,Questionable
13340,4701,ML-0375,NO,Ankle,Did Not Participate In Practice,Questionable
13341,4701,ML-2250,NO,Ankle,,IR
13342,4701,TH-1350,NO,Elbow,Full Participation in Practice,Questionable
13343,4701,JK-2200,NO,Biceps,,IR
13344,4701,KC-2550,NO,Abdomen,Limited Participation in Practice,Questionable
13345,4701,DP-0375,NO,Ankle,,IR
13346,4701,DL-0412,NO,Neck,,IR
13347,4701,DL-0487,NO,Undisclosed,,Out
13348,4701,CH-1200,NO,Undisclosed,,IR
13349,4701,DA-1650,NO,Undisclosed,,IR
13350,4701,DB-3750,NO,,,IR
13351,4701,BB-2600,NO,Undisclosed,,Out
13352,4701,CF-0650,NO,Concussion,Did Not Participate In Practice,Doubtful
13353,4701,AA-0552,NO,Shoulder,,IR
13354,4701,AO-0370,NO,Achilles,,IR
13355,4702,PL-0400,DEN,Ankle,Did Not Participate In Practice,Out
13356,4702,SR-0250,DEN,Illness,Limited Participation in Practice,Questionable
13357,4702,SH-0150,DEN,Illness,Did Not Participate In Practice,Questionable
13358,4702,JB-8575,DEN,Knee - Acl ,,IR
13359,4702,JC-5630,DEN,Back,,IR
13360,4702,JH-3625,DEN,Knee,Limited Participation in Practice,Questionable
13361,4702,DW-4250,DEN,Neck,Did Not Participate In Practice,Questionable
13362,4702,DP-0900,DEN,Knee - Mcl ,Did Not Participate In Practice,Doubtful
13363,4702,CN-0450,DEN,Elbow,,IR
13364,4702,CK-0260,DEN,,,IR
13365,4702,CH-2375,DEN,Thumb,,IR
13366,4702,AT-0100,DEN,Suspension,,Suspend
13367,4702,BW-2650,DEN,Knee - Acl ,,IR
13368,4702,KM-2000,MIA,Neck,,IR
13369,4702,IF-0175,MIA,Knee - Meniscus ,,IR
13370,4702,ES-1112,MIA,,,IR
13371,4702,DW-3125,MIA,Shoulder,Did Not Participate In Practice,Questionable
13372,4702,NA-0100,MIA,Calf,,IR
13373,4702,MT-0850,MIA,Knee - Acl ,Limited Participation in Practice,Questionable
13374,4702,MS-2925,MIA,Illness,Did Not Participate In Practice,Questionable
13375,4702,MM-4700,MIA,Foot,Did Not Participate In Practice,Questionable
13376,4702,LB-0225,MIA,Undisclosed,,IR
13377,4702,RT-0150,MIA,Knee - Acl ,,IR
13378,4702,RM-3150,MIA,Knee - Acl ,,IR
13379,4702,TL-1012,MIA,Foot,,IR
13380,4702,WH-0300,MIA,Hamstring,,IR
13381,4703,BU-0150,BAL,Foot,,IR
13382,4703,BB-2530,BAL,Undisclosed,,IR
13383,4703,BB-2580,BAL,Knee - Acl ,,IR
13384,4703,CB-5400,BAL,Undisclosed,,Questionable
13385,4703,CG-1030,BAL,Knee,,IR
13386,4703,AM-1200,BAL,Knee - Acl ,,IR
13387,4703,AB-0050,BAL,Undisclosed,Full Participation in Practice,Questionable
13388,4703,DH-2425,BAL,Undisclosed,,Questionable
13389,4703,CM-3250,BAL,Ankle,Limited Participation in Practice,Questionable
13390,4703,DW-0675,BAL,Suspension,,Suspend
13391,4703,JS-4300,BAL,Achilles,Limited Participation in Practice,Questionable
13392,4703,KD-1050,BAL,Knee - Meniscus ,,IR
13393,4703,TW-1625,BAL,Thumb,,IR
13394,4703,TY-0250,BAL,Knee - Acl ,,IR
13395,4703,MH-3742,BAL,Thigh,Limited Participation in Practice,Questionable
13396,4703,RO-0550,BAL,Undisclosed,,Questionable
13397,4703,RP-1625,BAL,Achilles,,IR
13398,4703,BC-2350,DET,Pectoral,Full Participation in Practice,IR
13399,4703,AA-0025,DET,Neck,Did Not Participate In Practice,Questionable
13400,4703,CW-1975,DET,Chest,,Questionable
13401,4703,DL-0462,DET,Undisclosed,,IR
13402,4703,JA-0425,DET,Knee,Did Not Participate In Practice,Questionable
13403,4703,HN-0300,DET,Biceps,,IR
13404,4703,JH-4050,DET,Undisclosed,,IR
13405,4703,JD-0012,DET,,,IR
13406,4703,KH-3100,DET,Achilles,,IR
13407,4703,MJ-0250,DET,Concussion,,IR
13408,4703,TW-3250,DET,Shoulder,,IR
13409,4704,BC-3100,HOU,Suspension,,Suspend
13410,4704,CC-4550,HOU,Biceps,,IR
13411,4704,BS-0850,HOU,Foot,Did Not Participate In Practice,Doubtful
13412,4704,DG-2475,HOU,Knee - Acl ,,IR
13413,4704,DF-1362,HOU,Achilles,,IR
13414,4704,DW-1725,HOU,Knee - Acl ,,IR
13415,4704,DR-1350,HOU,Ankle,,Questionable
13416,4704,DN-0700,HOU,,,PUP
13417,4704,JW-1100,HOU,Lower Leg ,,IR
13418,4704,KJ-0100,HOU,Shoulder,Limited Participation in Practice,Questionable
13419,4704,JC-3350,HOU,Shoulder,Did Not Participate In Practice,Questionable
13420,4704,TE-0350,HOU,Knee,,IR
13421,4704,RG-1870,HOU,Concussion,,IR
13422,4704,LM-1150,HOU,Knee,Limited Participation in Practice,Questionable
13423,4704,MG-0887,HOU,Knee - Acl ,,IR
13424,4704,WF-0300,HOU,Ribs,Did Not Participate In Practice,Questionable
13425,4704,WM-0550,HOU,Pectoral,,IR
13426,4704,AT-0160,TEN,Foot,,IR
13427,4704,AW-0275,TEN,Back,,IR
13428,4704,AJ-2000,TEN,Thumb,,Questionable
13429,4704,JB-4962,TEN,Undisclosed,,Questionable
13430,4704,VO-0100,TEN,Knee - Acl ,,IR
13431,4704,TS-1262,TEN,Foot,,IR
13432,4704,RM-1500,TEN,Hamstring,Did Not Participate In Practice,Questionable
13433,4705,TS-2150,IND,Groin,,Questionable
13434,4705,MH-3250,IND,Knee - Acl ,,IR
13435,4705,QB-0250,IND,Undisclosed,,IR
13436,4705,RM-3850,IND,Hand,Did Not Participate In Practice,Out
13437,4705,RT-1950,IND,Elbow,,IR
13438,4705,TM-2825,IND,Abdomen,,Questionable
13439,4705,KH-2075,IND,Knee,,IR
13440,4705,EJ-0150,IND,Undisclosed,,IR
13441,4705,ES-1800,IND,,,IR
13442,4705,HR-0100,IND,Shoulder,Did Not Participate In Practice,Questionable
13443,4705,GW-1650,IND,Undisclosed,,IR
13444,4705,HA-0400,IND,Neck,,IR
13445,4705,HB-0175,IND,Undisclosed,,Questionable
13446,4705,DD-0075,IND,Hamstring,Did Not Participate In Practice,Questionable
13447,4705,CM-2280,IND,Undisclosed,,IR
13448,4705,AL-1100,IND,Shoulder - Labrum ,,IR
13449,4705,AR-1250,JAC,Knee - Acl ,,IR
13450,4705,AB-1200,JAC,Knee,,IR
13451,4705,AH-3900,JAC,Ankle,Did Not Participate In Practice,Doubtful
13452,4705,BW-0400,JAC,Foot,,Questionable
13453,4705,DG-2425,JAC,Head,,Questionable
13454,4705,IM-0112,JAC,Spine,,IR
13455,4705,JB-3650,JAC,Suspension,,Suspend
13456,4705,DP-0675,JAC,Hamstring,Full Participation in Practice,Questionable
13457,4705,JH-1425,JAC,Concussion,,IR
13458,4705,JR-0150,JAC,Ankle,Limited Participation in Practice,Questionable
13459,4705,TS-2050,JAC,Concussion,Did Not Participate In Practice,Questionable
13460,4705,SW-2350,JAC,Undisclosed,,IR
13461,4705,TG-0050,JAC,Undisclosed,,IR
13462,4705,RG-1812,JAC,Undisclosed,,IR
13463,4705,ML-0650,JAC,Knee,Limited Participation in Practice,Questionable
13464,4705,MR-0970,JAC,Wrist,,IR
13465,4705,MB-1900,JAC,Pectoral,Did Not Participate In Practice,IR
13466,4705,LM-1020,JAC,Hamstring,Limited Participation in Practice,Questionable
13467,4706,TH-0200,KC,Knee,Limited Participation in Practice,Questionable
13468,4706,SW-0350,KC,Knee - Pcl ,,IR
13469,4706,KB-0725,KC,Wrist,,Questionable
13470,4706,JS-6350,KC,Illness,,Out
13471,4706,DN-1050,KC,,,PUP
13472,4706,EB-0800,KC,Achilles,,IR
13473,4706,EM-2100,KC,Ankle,Did Not Participate In Practice,Questionable
13474,4706,DF-1350,KC,Back,Did Not Participate In Practice,Questionable
13475,4706,CC-3950,KC,Achilles,,IR
13476,4706,AL-0150,KC,Knee - Acl ,,IR
13477,4706,XC-0050,NYJ,Shoulder,,IR
13478,4706,LW-1150,NYJ,Foot,,Out
13479,4706,LM-0550,NYJ,Back,,IR
13480,4706,MF-1300,NYJ,Knee,Did Not Participate In Practice,Questionable
13481,4706,QE-0100,NYJ,Neck,,IR
13482,4706,JC-2950,NYJ,Knee,,Out
13483,4706,JL-1125,NYJ,Knee,,IR
13484,4706,JK-0250,NYJ,Shoulder,Limited Participation in Practice,Questionable
13485,4706,JK-1000,NYJ,Suspension,,Suspend
13486,4706,JB-7950,NYJ,Concussion,Did Not Participate In Practice,Questionable
13487,4706,ER-0350,NYJ,Groin,,IR
13488,4706,DS-3031,NYJ,Knee - Acl ,,IR
13489,4706,CP-0775,NYJ,Ankle,,IR
13490,4706,DD-2050,NYJ,Elbow,,IR
13491,4706,BP-0050,NYJ,Undisclosed,,Questionable
13492,4706,BK-0175,NYJ,Knee - Acl ,,IR
13493,4706,CG-1650,NYJ,Ankle,,IR
13494,4706,AJ-1050,NYJ,Undisclosed,,Questionable
13495,4706,BE-0625,NYJ,Achilles,Full Participation in Practice,IR
13496,4707,QM-0050,ATL,Undisclosed,,IR
13497,4707,MB-4600,ATL,Back,Did Not Participate In Practice,Questionable
13498,4707,MI-0050,ATL,Ankle,,IR
13499,4707,TW-0650,ATL,Shoulder,Limited Participation in Practice,Questionable
13500,4707,JJ-4700,ATL,Ankle,Limited Participation in Practice,Questionable
13501,4707,JH-1350,ATL,Shoulder,Limited Participation in Practice,Questionable
13502,4707,JC-5560,ATL,Biceps,,IR
13503,4707,JT-3375,ATL,Concussion,,IR
13504,4707,DT-1970,ATL,Concussion,Did Not Participate In Practice,Questionable
13505,4707,DF-2150,ATL,Knee - Acl ,,IR
13506,4707,BP-1050,ATL,Back,Did Not Participate In Practice,Questionable
13507,4707,SW-0412,MIN,Leg,,IR
13508,4707,SB-1100,MIN,Knee,,IR
13509,4707,SF-0150,MIN,Knee,,Out
13510,4707,EK-0250,MIN,Hip,Did Not Participate In Practice,Questionable
13511,4707,BS-0650,MIN,Knee - Acl ,,IR
13512,4707,DC-3550,MIN,Knee - Acl ,,IR
13513,4708,TJ-2400,BUF,Arm,,IR
13514,4708,KT-0750,BUF,Undisclosed,,IR
13515,4708,MT-1300,BUF,Hamstring,Did Not Participate In Practice,Questionable
13516,4708,NO-0150,BUF,Back,Did Not Participate In Practice,Questionable
13517,4708,KB-0950,BUF,Knee - Meniscus ,Did Not Participate In Practice,Doubtful
13518,4708,KL-1075,BUF,Groin,,Questionable
13519,4708,JM-1550,BUF,Knee,Limited Participation in Practice,Questionable
13520,4708,JB-8550,BUF,Concussion,,IR
13521,4708,EY-0100,BUF,Chest,Did Not Participate In Practice,Questionable
13522,4708,CC-2100,BUF,Knee,Limited Participation in Practice,Questionable
13523,4708,CA-0900,BUF,Forearm,,IR
13524,4708,DA-0900,NE,Knee,Limited Participation in Practice,Questionable
13525,4708,DH-2950,NE,Pectoral,,IR
13526,4708,CK-0575,NE,Undisclosed,,IR
13527,4708,CH-3350,NE,Shoulder,Did Not Participate In Practice,Doubtful
13528,4708,CJ-2350,NE,Knee - Acl ,,IR
13529,4708,DR-1775,NE,Knee - Acl ,Full Participation in Practice,IR
13530,4708,ER-0475,NE,Groin,Limited Participation in Practice,Questionable
13531,4708,HL-0100,NE,Neck,Full Participation in Practice,Out
13532,4708,KD-0275,NE,Back,,Out
13533,4708,JE-0100,NE,Knee - Acl ,,IR
13534,4708,TB-2300,NE,Achilles,Did Not Participate In Practice,Questionable
13535,4708,TF-0750,NE,Ribs,Limited Participation in Practice,Questionable
13536,4708,TR-0175,NE,Concussion,Did Not Participate In Practice,Questionable
13537,4708,KV-0075,NE,Calf,Full Participation in Practice,Questionable
13538,4708,MB-1800,NE,Shoulder,,IR
13539,4708,MF-0700,NE,Knee,Limited Participation in Practice,Questionable
13540,4708,MM-3450,NE,Knee,,IR
13541,4708,MS-2100,NE,Hamstring,Limited Participation in Practice,Questionable
13542,4708,NE-0250,NE,Knee,,IR
13543,4708,WH-0050,NE,Undisclosed,,Questionable
13544,4708,VV-0100,NE,Knee,,IR
13545,4709,ZM-0200,CHI,Knee,,IR
13546,4709,WY-0300,CHI,Triceps,,IR
13547,4709,QD-0100,CHI,Arm,,IR
13548,4709,LF-0450,CHI,Knee - Mcl ,,IR
13549,4709,KW-0887,CHI,Shoulder,,IR
13550,4709,HJ-0400,CHI,Ankle,,Questionable
13551,4709,JF-3060,CHI,Pectoral,,IR
13552,4709,DH-0850,CHI,,,IR
13553,4709,DH-4050,CHI,Ankle,Did Not Participate In Practice,Questionable
13554,4709,CM-2245,CHI,Knee - Acl + Mcl ,,IR
13555,4709,AA-0543,CHI,Hamstring,Did Not Participate In Practice,Questionable
13556,4709,BC-0150,CHI,Knee,Limited Participation in Practice,Questionable
13557,4709,CJ-2150,SF,Undisclosed,,IR
13558,4709,CJ-0625,SF,Knee - Acl ,,IR
13559,4709,CH-3175,SF,Knee,,IR
13560,4709,CB-1145,SF,Leg,Limited Participation in Practice,Questionable
13561,4709,AJ-0350,SF,Hamstring,,IR
13562,4709,AA-0562,SF,Hand,,IR
13563,4709,AC-1825,SF,Thumb,Limited Participation in Practice,Doubtful
13564,4709,AB-3862,SF,Hamstring,,IR
13565,4709,KR-0125,SF,Personal,,Out
13566,4709,JT-0650,SF,Forearm,,IR
13567,4709,JW-4612,SF,Ankle,,IR
13568,4709,JW-0750,SF,Forearm,,IR
13569,4709,JG-1225,SF,Knee - Acl ,,IR
13570,4709,DJ-2670,SF,Knee,,IR
13571,4709,DN-0650,SF,Concussion,,IR
13572,4709,GK-0075,SF,Ankle,Limited Participation in Practice,Questionable
13573,4709,MS-2400,SF,Pectoral,,IR
13574,4709,PG-0100,SF,Neck,,IR
13575,4709,PI-0300,SF,Undisclosed,,IR
13576,4709,QP-0050,SF,Foot,,Questionable
13577,4709,RM-5050,SF,Knee,,IR
13578,4710,NP-0130,GB,Foot,Limited Participation in Practice,Questionable
13579,4710,KK-0750,GB,Shoulder,Did Not Participate In Practice,Questionable
13580,4710,QR-0100,GB,Achilles,,IR
13581,4710,QD-0200,GB,Chest,Limited Participation in Practice,Questionable
13582,4710,TM-3150,GB,Ribs,Did Not Participate In Practice,Doubtful
13583,4710,KB-1825,GB,Ankle,,IR
13584,4710,KC-1225,GB,Ankle,Limited Participation in Practice,Questionable
13585,4710,JT-1650,GB,Triceps,,IR
13586,4710,HW-0150,GB,Shoulder,Full Participation in Practice,IR
13587,4710,DT-0050,GB,Undisclosed,,IR
13588,4710,DG-1600,GB,,,PUP
13589,4710,CM-0900,GB,Groin,Limited Participation in Practice,Questionable
13590,4710,AJ-1143,GB,Knee - Mcl ,Limited Participation in Practice,Questionable
13591,4710,AB-3100,GB,Back,Limited Participation in Practice,Questionable
13592,4710,AR-1300,GB,Collarbone,,IR
13593,4710,RA-1500,TB,Concussion,Did Not Participate In Practice,Questionable
13594,4710,ST-1075,TB,Undisclosed,,IR
13595,4710,TW-0600,TB,Concussion,Did Not Participate In Practice,Questionable
13596,4710,TS-2850,TB,Hamstring,,Questionable
13597,4710,NS-0712,TB,Shoulder,,IR
13598,4710,NF-0300,TB,Knee,,IR
13599,4710,MF-0650,TB,Undisclosed,,Questionable
13600,4710,VH-0050,TB,Hamstring,Did Not Participate In Practice,Questionable
13601,4710,JA-0350,TB,Knee,,IR
13602,4710,DM-0450,TB,Concussion,Did Not Participate In Practice,Questionable
13603,4710,DL-0137,TB,Wrist,,IR
13604,4710,EP-0075,TB,Undisclosed,,IR
13605,4710,JT-3300,TB,Undisclosed,,IR
13606,4710,JR-2750,TB,Hamstring,Did Not Participate In Practice,Questionable
13607,4710,CM-1600,TB,Back,Did Not Participate In Practice,Questionable
13608,4710,DJ-0200,TB,Foot,Limited Participation in Practice,Questionable
13609,4711,TC-0350,CLE,Knee - Acl ,,IR
13610,4711,SC-0775,CLE,Ankle,Did Not Participate In Practice,Questionable
13611,4711,JG-2450,CLE,Suspension,,Suspend
13612,4711,JM-3950,CLE,Ankle,,IR
13613,4711,JC-3550,CLE,Knee - Mcl ,,IR
13614,4711,KB-1900,CLE,Knee,Limited Participation in Practice,Questionable
13615,4711,IC-0300,CLE,Shoulder,Limited Participation in Practice,Questionable
13616,4711,HW-0300,CLE,,,PUP
13617,4711,DS-2950,CLE,Knee,Limited Participation in Practice,Questionable
13618,4711,EO-0075,CLE,Foot,,IR
13619,4711,DA-0650,CLE,Knee,,IR
13620,4711,DJ-0050,CLE,Knee,,IR
13621,4711,BW-1650,CLE,Shoulder,,Out
13622,4711,MW-2700,LAC,Knee,Did Not Participate In Practice,Questionable
13623,4711,NH-0750,LAC,Ribs,,IR
13624,4711,CM-2662,LAC,Undisclosed,,IR
13625,4711,CH-2250,LAC,Personal,Did Not Participate In Practice,Questionable
13626,4711,CL-0225,LAC,Shoulder,,IR
13627,4711,CL-1000,LAC,Toe,Limited Participation in Practice,Questionable
13628,4711,BH-1115,LAC,Foot,,Questionable
13629,4711,AC-1650,LAC,Undisclosed,,IR
13630,4711,IB-0250,LAC,Concussion,,IR
13631,4711,JV-0425,LAC,Knee,,IR
13632,4711,KE-0650,LAC,Undisclosed,,IR
13633,4711,KF-0150,LAC,Ankle,,IR
13634,4712,AP-0700,ARI,Neck,Did Not Participate In Practice,Questionable
13635,4712,BG-0750,ARI,Groin,Did Not Participate In Practice,Questionable
13636,4712,CP-0500,ARI,Arm,,IR
13637,4712,CP-1300,ARI,Ankle,Did Not Participate In Practice,Questionable
13638,4712,DB-5450,ARI,Ankle,Did Not Participate In Practice,Questionable
13639,4712,DJ-1325,ARI,,,IR
13640,4712,IM-0300,ARI,Leg,,IR
13641,4712,JB-6950,ARI,Toe,Did Not Participate In Practice,Questionable
13642,4712,JM-1650,ARI,Ankle,Did Not Participate In Practice,Questionable
13643,4712,KW-1250,ARI,Ribs,Limited Participation in Practice,Questionable
13644,4712,MG-0925,ARI,Knee,,IR
13645,4712,RF-0725,ARI,Knee,Did Not Participate In Practice,Questionable
13646,4712,RZ-0100,ARI,Knee - Acl ,,IR
13647,4712,TB-2400,ARI,Knee - Acl ,,IR
13648,4712,TL-1037,ARI,Wrist,,IR
13649,4712,TN-0550,ARI,Back,Limited Participation in Practice,Questionable
13650,4712,CD-0950,LA,Thigh,,IR
13651,4712,CB-0800,LA,Arm,Did Not Participate In Practice,Out
13652,4712,DE-0050,LA,Knee - Acl ,,IR
13653,4712,CT-1025,LA,Ankle,,Questionable
13654,4712,TH-1275,LA,Lower Leg ,,IR
13655,4712,TH-1550,LA,Illness,Did Not Participate In Practice,Questionable
13656,4712,RW-4050,LA,Shoulder,Did Not Participate In Practice,Doubtful
13657,4712,LT-0350,LA,Undisclosed,,IR
13658,4712,KW-0850,LA,Ankle,Did Not Participate In Practice,Questionable
13659,4712,MB-3862,LA,Knee - Mcl ,Limited Participation in Practice,Questionable
13660,4712,NS-0718,LA,Undisclosed,,Questionable
13661,4713,BG-0850,NYG,Ankle,Limited Participation in Practice,Questionable
13662,4713,BM-0300,NYG,Ankle,,IR
13663,4713,DD-0875,NYG,Forearm,,IR
13664,4713,DH-1800,NYG,Foot,,IR
13665,4713,DH-1850,NYG,Elbow,Did Not Participate In Practice,Questionable
13666,4713,CG-1975,NYG,Knee,,IR
13667,4713,DS-2185,NYG,Hamstring,,IR
13668,4713,ES-0275,NYG,Foot,,IR
13669,4713,IW-0300,NYG,Undisclosed,,IR
13670,4713,JB-1275,NYG,Shoulder,,IR
13671,4713,KJ-0562,NYG,Foot,,IR
13672,4713,JJ-1550,NYG,Ankle,,IR
13673,4713,JC-1800,NYG,Neck,Did Not Participate In Practice,Questionable
13674,4713,RO-0450,NYG,,,IR
13675,4713,OB-0075,NYG,Ankle,Full Participation in Practice,IR
13676,4713,MH-2400,NYG,Neck,,IR
13677,4713,MH-3775,NYG,Hamstring,,Questionable
13678,4713,KR-0950,NYG,Quadriceps,,IR
13679,4713,UU-0100,NYG,Undisclosed,,Questionable
13680,4713,AH-0762,OAK,,,IR
13681,4713,AC-2350,OAK,Concussion,Did Not Participate In Practice,Questionable
13682,4713,BH-1110,OAK,Undisclosed,,IR
13683,4713,AS-1500,OAK,Suspension,,Suspend
13684,4713,DA-0950,OAK,Foot,Limited Participation in Practice,Questionable
13685,4713,CP-0750,OAK,Hip,Limited Participation in Practice,Questionable
13686,4713,CJ-0675,OAK,Knee,Limited Participation in Practice,Questionable
13687,4713,GC-0850,OAK,Shin,,IR
13688,4713,SJ-0300,OAK,Back,,IR
13689,4713,MC-2900,OAK,Suspension,,Suspend
13690,4714,SJ-0775,PHI,Achilles,,Out
13691,4714,RG-1225,PHI,Knee - Acl ,,IR
13692,4714,TS-3550,PHI,Undisclosed,,Out
13693,4714,DS-3300,PHI,Arm,,IR
13694,4714,DW-3912,PHI,Achilles,,IR
13695,4714,DP-2400,PHI,Hamstring,,IR
13696,4714,JH-3675,PHI,Achilles,,IR
13697,4714,JW-0525,PHI,Neck,Did Not Participate In Practice,Doubtful
13698,4714,CM-0200,PHI,Knee,,IR
13699,4714,CS-4250,PHI,Hip,,IR
13700,4714,CW-0250,PHI,Knee,,Questionable
13701,4714,AS-0930,PHI,Knee,,IR
13702,4714,TM-0150,SEA,Calf,,IR
13703,4714,RS-1000,SEA,Achilles,,IR
13704,4714,MM-2450,SEA,Head,,Out
13705,4714,MJ-1175,SEA,Undisclosed,,Questionable
13706,4714,DS-1730,SEA,,,PUP
13707,4714,DM-1525,SEA,Knee - Acl ,,IR
13708,4714,DJ-2950,SEA,Neck,Did Not Participate In Practice,Questionable
13709,4714,JF-2750,SEA,Foot,Did Not Participate In Practice,Questionable
13710,4714,JG-2900,SEA,Ankle,Did Not Participate In Practice,Questionable
13711,4714,JS-3262,SEA,Knee - Acl ,,IR
13712,4714,KC-0900,SEA,Neck,Did Not Participate In Practice,Out
13713,4714,BW-0150,SEA,Hamstring,Did Not Participate In Practice,Questionable
13714,4714,CC-0750,SEA,Ankle,,IR
13715,4714,CA-1300,SEA,Neck,,IR
13716,4714,DA-0350,SEA,Shoulder,Did Not Participate In Practice,Questionable
13717,4714,DE-0750,SEA,Ankle,,IR
13718,4714,CP-2550,SEA,Ankle,,IR
13719,4715,CP-0800,CIN,Shoulder,,IR
13720,4715,JD-2850,CIN,Thumb,,IR
13721,4715,JH-4025,CIN,Ankle,,IR
13722,4715,NV-0200,CIN,Ankle,,Questionable
13723,4715,MS-0537,CIN,Knee - Mcl ,,IR
13724,4715,TE-0300,CIN,Back,,IR
13725,4715,SW-1550,CIN,Hamstring,,Questionable
13726,4715,TC-0450,CIN,Undisclosed,,IR
13727,4715,VR-0200,CIN,Hamstring,,Questionable
13728,4715,AC-2387,PIT,Undisclosed,,IR
13729,4715,KA-0200,PIT,Undisclosed,,IR
13730,4715,JH-0100,PIT,Upper Leg ,Did Not Participate In Practice,Out
13731,4715,JD-0025,PIT,Undisclosed,,Questionable
13732,4715,GD-0600,PIT,Ankle,,IR
13733,4715,VM-0250,PIT,Ankle,Did Not Participate In Practice,Questionable
13734,4716,TC-2050,ATL,Concussion,,Questionable
13735,4716,SW-0700,ATL,Coach's Decision ,,Out
13736,4716,QM-0050,ATL,Undisclosed,,IR
13737,4716,NW-0500,ATL,Coach's Decision ,,Out
13738,4716,MI-0050,ATL,Ankle,,IR
13739,4716,LM-1050,ATL,Coach's Decision ,,Out
13740,4716,JT-3375,ATL,Concussion,,IR
13741,4716,JC-5560,ATL,Biceps,,IR
13742,4716,ES-0250,ATL,Back,Did Not Participate In Practice,Out
13743,4716,CG-1450,ATL,Coach's Decision ,,Out
13744,4716,DF-2150,ATL,Knee - Acl ,,IR
13745,4716,TH-1350,NO,Ankle,Limited Participation in Practice,Doubtful
13746,4716,RB-4800,NO,Coach's Decision ,,Out
13747,4716,NS-0750,NO,Knee - Acl ,,IR
13748,4716,KV-0050,NO,Groin,,Questionable
13749,4716,ML-2250,NO,Ankle,,IR
13750,4716,NF-0100,NO,Illness,,Out
13751,4716,CH-1200,NO,Undisclosed,,IR
13752,4716,DB-3750,NO,,,IR
13753,4716,DA-1650,NO,Undisclosed,,IR
13754,4716,BB-2600,NO,Undisclosed,,Out
13755,4716,CF-0650,NO,Concussion,,IR
13756,4716,AA-0552,NO,Shoulder,,IR
13757,4716,AO-0370,NO,Achilles,,IR
13758,4716,AM-3025,NO,Coach's Decision ,,Out
13759,4716,AC-0387,NO,Coach's Decision ,,Out
