player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid
FW-0750,Fozzy,Whittaker,F.Whittaker,RB,WR,69,202,2/2/1989,4.49,23,0,0,0,0,30.750,9.250,0,Texas,Big 12,2012,CAR,RES,43,1,2540037
FW-0762,Frankie,Williams,F.Williams,DB,,69,187,3/28/1993,4.51,19,33.5,120,4.27,6.91,0.000,0.000,0,Purdue,Big Ten,2016,INA,INA,0,0,2556789
FW-0775,Fred,Williams,F.Williams,WR,,71,190,4/15/1988,4.68,0,0,0,0,0,0.000,0.000,0,St. Cloud State,,2013,INA,INA,0,0,2543534
FW-0800,Frank,Winters,F.Winters,OL,,75,291,1/23/1964,0,0,0,0,0,0,0.000,0.000,276,Western Illinois,Missouri Valley,1987,INA,INA,0,0,2503768
FW-0900,Floyd,Womack,F.Womack,OL,,76,333,11/15/1978,5.57,23,29.5,97,4.96,8.78,0.000,0.000,128,Mississippi State,Southeastern (SEC),2001,INA,INA,0,0,2504606
FW-1000,Fearon,Wright,F.Wright,LB,,74,235,9/30/1978,0,0,0,0,0,0,0.000,0.000,0,Rhode Island,Atlantic 10,2001,INA,INA,0,0,2504553
FW-1100,Frank,Wycheck,F.Wycheck,TE,,75,253,10/14/1971,0,0,0,0,0,0,0.000,0.000,160,Maryland,Atlantic Coast (ACC),1993,INA,INA,0,0,2503825
FY-0100,Floyd,Young,F.Young,DB,,72,179,11/23/1975,0,0,0,0,0,0,0.000,0.000,0,Texas A&M-Kingsville,,1997,INA,INA,0,0,2503837
FZ-0100,Frank,Zombo,F.Zombo,LB,,75,254,3/5/1987,0,0,0,0,0,0,0.000,0.000,0,Central Michigan,Mid-American (MAC),2010,KC,ROLB,51,3,2507948
GA-0100,Gaines,Adams,G.Adams,DL,,77,258,6/8/1983,4.64,0,35,119,4.36,7.17,0.000,0.000,4,Clemson,Atlantic Coast (ACC),2007,INA,INA,0,0,2495526
GA-0200,Gerald,Alexander,G.Alexander,DB,,72,210,6/28/1984,4.51,15,41,124,4.21,7.24,0.000,0.000,61,Boise State,Western Athletic,2007,INA,INA,0,0,2495528
GA-0250,Geronimo,Allison,G.Allison,WR,,75,196,1/18/1994,4.62,0,34.5,127,4.28,7.4,0.000,0.000,0,Illinois,Big Ten,2016,GB,RES,81,1,2556460
GA-0300,Gary,Anderson,G.Anderson,K,,71,193,4/18/1961,0,0,0,0,0,0,0.000,0.000,171,Syracuse,FBS Independents,1982,INA,INA,0,0,2499425
GA-0400,Geno,Atkins,G.Atkins,DL,,73,293,3/28/1988,4.75,34,33,117,4.43,7.33,32.000,9.625,120,Georgia,Southeastern (SEC),2010,CIN,RDT,97,1,496762
GA-0500,George,Atkinson,G.Atkinson,RB,,72,218,11/22/1992,0,0,0,0,0,0,33.250,9.375,0,Notre Dame,FBS Independents,2014,INA,INA,0,0,2550540
GA-0600,Genard,Avery,G.Avery,LB,,72,248,4/26/1995,4.59,26,36,124,4.36,6.9,31.000,10.125,150,Memphis,American Athletic,2018,CLE,WLB,55,1,2560964
GB-0100,Gary,Banks,G.Banks,WR,,72,193,11/4/1981,0,0,0,0,0,0,0.000,0.000,0,Troy,Sun Belt,2010,INA,INA,0,0,2507421
GB-0200,Gary,Barnidge,G.Barnidge,TE,,78,247,9/22/1985,4.61,22,31,117,4.23,6.92,32.000,0.000,141,Louisville,Big East,2008,INA,INA,0,0,1060
GB-0300,Gary,Baxter,G.Baxter,DB,,74,204,11/24/1978,4.53,0,37.5,122,4.21,7.39,0.000,0.000,62,Baylor,Big 12,2001,INA,INA,0,0,2504721
GB-0350,Giovani,Bernard,G.Bernard,RB,,68,202,11/22/1991,4.5,19,33.5,122,4.12,6.91,28.000,9.375,37,North Carolina,Atlantic Coast (ACC),2013,CIN,RB,25,2,2540156
GB-0400,Gary,Berry,G.Berry,DB,,71,193,10/24/1977,0,0,0,0,0,0,0.000,0.000,126,Ohio State,Big Ten,2000,INA,INA,0,0,2504283
GB-0500,Greg,Biekert,G.Biekert,LB,,74,253,3/14/1969,0,0,0,0,0,0,0.000,0.000,181,Colorado,Big Eight,1993,INA,INA,0,0,2499649
GB-0600,Greg,Blue,G.Blue,DB,,74,215,3/12/1982,4.57,16,37.5,120,0,0,0.000,0.000,149,Georgia,Southeastern (SEC),2006,INA,INA,0,0,2506939
GB-0650,Garett,Bolles,G.Bolles,OL,,77,297,5/27/1992,4.95,0,28,115,4.55,7.29,34.000,9.375,20,Utah,Pacific 12,2017,DEN,LT,72,1,2558014
GB-0700,Gary,Brackett,G.Brackett,LB,,71,235,5/23/1980,0,0,0,0,0,0,0.000,0.000,0,Rutgers,Big East,2003,INA,INA,0,0,2505265
GB-0800,Greg,Brooks,G.Brooks,DB,,71,177,12/16/1980,0,0,0,0,0,0,0.000,0.000,183,Southern Mississippi,Conference USA (C-USA),2005,INA,INA,0,0,2505920
GB-0900,Gilbert,Brown,G.Brown,DL,,74,340,2/22/1971,0,0,0,0,0,0,0.000,0.000,79,Kansas,Big Eight,1993,INA,INA,0,0,2499843
GC-0100,Glenn,Cadrez,G.Cadrez,LB,,75,240,1/2/1970,0,0,0,0,0,0,0.000,0.000,154,Houston,Southwest,1992,INA,INA,0,0,2499961
GC-0200,Greg,Camarillo,G.Camarillo,WR,,73,190,4/18/1982,0,0,0,0,0,0,0.000,0.000,0,Stanford,Pacific 10,2006,INA,INA,0,0,2506331
GC-0300,Gabe,Carimi,G.Carimi,OL,,79,316,6/13/1988,5.18,29,31.5,109,0,0,35.000,10.375,29,Wisconsin,Big Ten,2011,INA,INA,0,0,2495132
GC-0325,Glenn,Carson,G.Carson,LB,,75,244,12/5/1990,4.73,30,35,118,4.25,6.99,0.000,0.000,0,Penn State,Big Ten,2014,INA,INA,0,0,2550324
GC-0350,Garrett,Celek,G.Celek,TE,,77,252,5/29/1988,0,0,0,0,0,0,31.125,0.000,0,Michigan State,Big Ten,2012,SF,TE,88,2,2534820
GC-0375,Gary,Chambers,G.Chambers,WR,,75,209,3/15/1993,4.52,16,36,126,4.3,6.95,0.000,0.000,0,Arizona State,Pacific 12,2016,INA,INA,0,0,2556497
GC-0400,Gosder,Cherilus,G.Cherilus,OL,,78,325,6/28/1984,5.14,24,23,102,4.82,7.6,0.000,0.000,17,Boston College,Atlantic Coast (ACC),2008,INA,INA,0,0,210
GC-0450,Greg,Childs,G.Childs,WR,,75,217,3/10/1990,4.52,19,36.5,125,0,0,34.125,10.125,134,Arkansas,Southeastern (SEC),2012,INA,INA,0,0,2533334
GC-0475,Gerald,Christian,G.Christian,TE,,75,244,8/26/1991,4.78,28,0,0,4.56,7.26,32.500,10.750,256,Louisville,Atlantic Coast (ACC),2015,INA,INA,0,0,2552462
GC-0487,Geron,Christian,G.Christian,OL,,77,298,9/10/1996,5.33,22,0,0,0,0,35.000,10.750,74,Louisville,Atlantic Coast (ACC),2018,WAS,RES,74,5,2561019
GC-0500,Greg,Clark,G.Clark,TE,,76,251,4/7/1972,0,0,0,0,0,0,0.000,0.000,77,Stanford,Pacific 10,1997,INA,INA,0,0,2500082
GC-0600,Glen,Coffee,G.Coffee,RB,,73,200,5/1/1987,4.5,24,36,121,4.51,7.35,0.000,0.000,74,Alabama,Southeastern (SEC),2009,INA,INA,0,0,79549
GC-0700,George,Coghill,G.Coghill,DB,,72,210,3/30/1970,0,0,0,0,0,0,0.000,0.000,0,Wake Forest,Atlantic Coast (ACC),1998,INA,INA,0,0,2500126
GC-0800,Greg,Comella,G.Comella,RB,TE,73,248,7/29/1975,0,0,0,0,0,0,0.000,0.000,0,Stanford,Pacific 10,1998,INA,INA,0,0,2500165
GC-0850,Gareon,Conley,G.Conley,DB,,72,195,6/29/1995,4.44,11,37,128,4.18,6.68,33.000,9.500,24,Ohio State,Big Ten,2017,OAK,LCB,21,1,2558062
GC-0900,Gabe,Crecion,G.Crecion,TE,,77,255,7/9/1977,0,0,0,0,0,0,0.000,0.000,0,UCLA,Pacific 10,2004,INA,INA,0,0,2505239
GC-1000,Germane,Crowell,G.Crowell,WR,,75,213,9/13/1976,0,0,0,0,0,0,0.000,0.000,50,Virginia,Atlantic Coast (ACC),1998,INA,INA,0,0,2500244
GD-0050,Geremy,Davis,G.Davis,WR,,74,216,1/10/1992,4.49,23,36.5,124,4.18,6.86,32.250,9.500,186,Connecticut,American Athletic,2015,LAC,LWR,11,3,2552654
GD-0100,Greg,DeLong,G.DeLong,TE,,76,250,4/3/1973,0,0,0,0,0,0,0.000,0.000,0,North Carolina,Atlantic Coast (ACC),1995,INA,INA,0,0,2500363
GD-0200,Gennaro,DiNapoli,G.DiNapoli,OL,,75,287,5/25/1975,0,0,0,0,0,0,0.000,0.000,109,Virginia Tech,Big East,1999,INA,INA,0,0,2500385
GD-0225,Garrett,Dickerson,G.Dickerson,RB,,75,245,12/30/1995,4.79,19,30,118,4.44,7.19,0.000,0.000,0,Northwestern,Big Ten,2018,NYG,TE,47,2,2561624
GD-0250,Gehrig,Dieter,G.Dieter,WR,,74,208,2/24/1993,4.59,15,32.5,119,4.33,7.2,0.000,0.000,0,Alabama,Southeastern (SEC),2017,KC,LWR,4,3,2559066
GD-0300,Gerald,Dixon,G.Dixon,LB,,75,250,6/20/1969,0,0,0,0,0,0,0.000,0.000,78,South Carolina,Southeastern (SEC),1993,INA,INA,0,0,2500413
GD-0350,Gerald,Dixon Jr.,G.Dixon Jr.,DL,,74,325,3/30/1993,5.12,34,24,101,4.83,7.74,0.000,0.000,0,South Carolina,Southeastern (SEC),2016,INA,INA,0,0,556427
GD-0375,Garret,Dooley,G.Dooley,LB,,74,248,12/1/1994,4.8,21,33,121,4.28,7.11,0.000,0.000,0,Wisconsin,Big Ten,2018,DET,FUT,58,2,2560710
GD-0400,Glenn,Dorsey,G.Dorsey,DL,,73,297,8/1/1985,0,0,0,0,0,0,0.000,0.000,5,LSU,Southeastern (SEC),2008,INA,INA,0,0,218
GD-0500,Gary,Downs,G.Downs,RB,,73,212,6/6/1972,0,0,0,0,0,0,0.000,0.000,95,North Carolina State,Atlantic Coast (ACC),1994,INA,INA,0,0,2500453
GD-0600,Greg,Ducre,G.Ducre,DB,,70,183,1/22/1992,4.37,17,35,126,3.97,6.5,0.000,0.000,0,Washington,Pacific 12,2014,INA,INA,0,0,2550557
GD-0700,Gerhard,de Beer,G.de Beer,OL,,78,314,7/5/1994,5.23,35,30.5,108,4.72,7.52,0.000,0.000,0,Arizona,Pacific 12,2018,GB,FUT,72,4,2561319
GE-0100,Glenn,Earl,G.Earl,DB,,73,215,6/10/1981,4.65,20,0,0,0,0,0.000,0.000,122,Notre Dame,FBS Independents,2004,INA,INA,0,0,2506058
GE-0150,Gus,Edwards,G.Edwards,RB,,73,235,4/13/1995,4.53,17,34.5,123,4.24,7.22,0.000,0.000,0,Rutgers,Big Ten,2018,BAL,RB,35,1,2561324
GE-0200,Greg,Ellis,G.Ellis,DL,LB,78,271,8/14/1975,0,0,0,0,0,0,0.000,0.000,8,North Carolina,Atlantic Coast (ACC),1998,INA,INA,0,0,2500538
GE-0225,Gaelin,Elmore,G.Elmore,DL,,77,277,9/8/1995,5.21,15,27,98,4.65,7.55,0.000,0.000,0,East Carolina,American Athletic,2018,INA,INA,0,0,2561325
GE-0250,Gavin,Escobar,G.Escobar,TE,,78,254,2/3/1991,4.78,12,32,114,4.31,7.07,33.625,9.750,47,San Diego State,Mountain West (MWC),2013,INA,INA,0,0,2540211
GE-0300,Greg,Estandia,G.Estandia,TE,,80,240,11/18/1982,0,0,0,0,0,0,0.000,0.000,0,UNLV,Mountain West (MWC),2007,INA,INA,0,0,2506635
GE-0400,Gerald,Everett,G.Everett,TE,,75,239,6/25/1994,4.62,22,37.5,125,4.33,6.99,33.000,8.500,44,South Alabama,Sun Belt,2017,LA,TE,81,2,2557889
GF-0025,George,Fant,G.Fant,OL,,77,296,7/19/1992,4.84,22,37,119,4.54,7.2,0.000,0.000,0,Western Kentucky,Conference USA (C-USA),2016,SEA,LT,74,2,2556524
GF-0050,George,Farmer,G.Farmer,WR,,73,210,12/5/1958,4.4,19,34.5,123,4.27,7,33.000,8.625,0,USC,Pacific 12,2015,INA,INA,0,0,2513837
GF-0100,Greg,Fassitt,G.Fassitt,DB,,71,186,4/4/1985,0,0,0,0,0,0,0.000,0.000,0,Grambling State,Southwestern Athletic (SWAC),2009,INA,INA,0,0,2507110
GF-0200,Greg,Favors,G.Favors,LB,DL,73,242,9/30/1974,0,0,0,0,0,0,0.000,0.000,120,Mississippi State,Southeastern (SEC),1998,INA,INA,0,0,2500605
GF-0300,George,Foster,G.Foster,OL,,77,338,6/9/1980,5.23,0,27,100,0,0,0.000,0.000,20,Georgia,Southeastern (SEC),2003,INA,INA,0,0,2505577
GF-0350,Glenn,Foster,G.Foster,DL,,76,286,5/31/1990,4.81,29,39.5,129,4.51,7.09,0.000,0.000,0,Illinois,Big Ten,2013,INA,INA,0,0,2541160
GF-0400,Gus,Frerotte,G.Frerotte,QB,,75,237,7/31/1971,0,0,0,0,0,0,0.000,0.000,197,Tulsa,FBS Independents,1994,INA,INA,0,0,2500709
GF-0500,Garrett,Frye,G.Frye,OL,,77,290,5/26/1993,5.2,32,30.5,108,4.78,8.12,0.000,0.000,0,Georgia Southern,Sun Belt,2015,INA,INA,0,0,2553884
GG-0100,Graham,Gano,G.Gano,K,,72,192,4/9/1987,0,0,0,0,0,0,0.000,0.000,0,Florida State,Atlantic Coast (ACC),2009,CAR,RES,9,4,71309
GG-0200,Gilbert,Gardner,G.Gardner,LB,,73,228,5/9/1982,0,0,0,0,0,0,0.000,0.000,69,Purdue,Big Ten,2004,INA,INA,0,0,2506038
GG-0230,Gregory,Gatson,G.Gatson,DB,,71,165,3/24/1989,0,0,0,0,0,0,0.000,0.000,0,Arkansas,Southeastern (SEC),2012,INA,INA,0,0,2536022
GG-0260,Garth,Gerhart,G.Gerhart,OL,,73,310,10/21/1988,5.38,25,30.5,96,4.65,7.63,0.000,0.000,0,Arizona State,Pacific 12,2012,INA,INA,0,0,2532847
GG-0300,Gary,Gibson,G.Gibson,DL,,75,312,5/5/1982,0,0,0,0,0,0,0.000,0.000,0,Rutgers,Big East,2007,INA,INA,0,0,2506297
GG-0310,Garrett,Gilbert,G.Gilbert,QB,,76,221,7/1/1991,4.86,0,29.5,117,4.41,7.43,30.625,9.375,214,SMU,American Athletic,2014,INA,INA,0,0,2549982
GG-0320,Garrett,Gilkey,G.Gilkey,OL,,78,318,7/9/1990,5.29,28,30,108,4.75,7.65,32.625,10.250,227,Chadron State,,2013,INA,INA,0,0,2540227
GG-0335,Garry,Gilliam,G.Gilliam,OL,,78,303,11/26/1990,5.03,19,35,113,4.56,7.59,0.000,0.000,0,Penn State,Big Ten,2014,SF,RT,76,2,2550468
GG-0338,Greg,Gilmore,G.Gilmore,DL,,76,318,11/28/1994,5.15,21,29,95,4.81,7.65,0.000,0.000,0,LSU,Southeastern (SEC),2018,INA,INA,0,0,2561332
GG-0342,Graham,Glasgow,G.Glasgow,OL,,78,307,8/19/1992,5.13,23,25,106,4.63,7.63,33.625,10.750,95,Michigan,Big Ten,2016,DET,C,60,1,2555182
GG-0350,Gino,Gradkowski,G.Gradkowski,OL,,74,300,11/5/1988,0,0,0,0,0,0,0.000,0.000,98,Delaware,Colonial Athletic (CAA),2012,DEN,C,75,3,2534764
GG-0400,Garrett,Graham,G.Graham,TE,RB,75,243,8/4/1986,4.71,20,34.5,112,4.35,7.09,32.000,9.500,118,Wisconsin,Big Ten,2010,INA,INA,0,0,497234
GG-0425,Geoff,Gray,G.Gray,OL,,77,319,11/8/1994,5.34,25,31,114,4.69,7.7,0.000,0.000,0,Manitoba,,2017,INA,INA,0,0,2558947
GG-0450,Garrett,Grayson,G.Grayson,QB,,74,213,5/29/1991,4.75,0,34,121,4.35,6.97,30.000,10.000,75,Colorado State,Mountain West (MWC),2015,DEN,FUT,5,2,2552371
GG-0462,Garrett,Griffin,G.Griffin,TE,,76,240,3/4/1994,4.75,15,36,117,4.56,7.13,0.000,0.000,0,Air Force,Mountain West (MWC),2016,NO,TE,45,4,2557033
GG-0475,Geneo,Grissom,G.Grissom,DL,,75,262,6/4/1992,4.75,20,37,118,4.38,7.24,33.375,10.250,97,Oklahoma,Big 12,2015,IND,DE,75,3,2552271
GG-0487,Glenn,Gronkowski,G.Gronkowski,RB,,74,239,3/25/1993,4.68,17,33,120,4.45,7.1,0.000,0.000,0,Kansas State,Big 12,2016,INA,INA,0,0,2556544
GG-0500,Gregg,Guenther,G.Guenther,TE,,80,255,1/29/1982,0,0,0,0,0,0,0.000,0.000,0,USC,Pacific 10,2005,INA,INA,0,0,2506592
GG-0600,Greyson,Gunheim,G.Gunheim,DL,,77,265,4/8/1986,0,0,0,0,0,0,0.000,0.000,0,Washington,Pacific 10,2008,INA,INA,0,0,2507462
GG-0700,Gary,Guyton,G.Guyton,LB,,74,245,11/14/1985,4.47,15,36.5,126,4.42,7.07,0.000,0.000,0,Georgia Tech,Atlantic Coast (ACC),2008,INA,INA,0,0,1722
GH-0050,Grant,Haley,G.Haley,DB,,69,190,1/6/1996,4.44,15,34,119,3.94,6.51,0.000,0.000,0,Penn State,Big Ten,2018,NYG,LCB,34,2,2561001
GH-0100,Gibran,Hamdan,G.Hamdan,QB,,78,240,2/8/1981,0,0,0,0,0,0,0.000,0.000,232,Indiana,Big Ten,2003,INA,INA,0,0,2505614
GH-0200,Geoff,Hangartner,G.Hangartner,OL,,77,301,4/22/1982,5.21,26,28.5,103,4.57,7.62,0.000,0.000,169,Texas A&M,Big 12,2005,INA,INA,0,0,2506504
GH-0300,Greg,Hardy,G.Hardy,DL,LB,76,281,7/28/1988,4.82,21,35,117,4.65,7.25,34.000,9.750,175,Mississippi,Southeastern (SEC),2010,INA,INA,0,0,496792
GH-0400,Graham,Harrell,G.Harrell,QB,,74,215,5/22/1985,5.07,0,29.5,98,4.56,7.45,0.000,0.000,0,Texas Tech,Big 12,2011,INA,INA,0,0,71321
GH-0500,Gilbert,Harris,G.Harris,RB,,74,235,6/18/1984,4.73,20,36,117,4.39,7.02,0.000,0.000,0,Arizona,Pacific 10,2007,INA,INA,0,0,2495848
GH-0600,Garrett,Hartley,G.Hartley,K,,68,196,5/16/1986,0,0,0,0,0,0,0.000,0.000,0,Oklahoma,Big 12,2008,INA,INA,0,0,4381
GH-0700,Geno,Hayes,G.Hayes,LB,,73,226,8/10/1987,4.64,22,26.5,116,4.48,7.22,0.000,0.000,175,Florida State,Atlantic Coast (ACC),2008,INA,INA,0,0,764
GH-0800,Gerald,Hayes,G.Hayes,LB,,73,237,10/10/1980,4.75,0,30.5,107,4.35,7.57,0.000,0.000,70,Pittsburgh,Big East,2003,INA,INA,0,0,2505460
GH-0900,Garrison,Hearst,G.Hearst,RB,,71,215,1/4/1971,0,0,0,0,0,0,0.000,0.000,3,Georgia,Southeastern (SEC),1993,INA,INA,0,0,2501104
GH-1000,George,Hegamin,G.Hegamin,OL,,79,331,2/14/1973,0,0,0,0,0,0,0.000,0.000,102,North Carolina State,Atlantic Coast (ACC),1994,INA,INA,0,0,2501110
GH-1012,Gregory,Hickman,G.Hickman,DL,,73,280,1/23/1990,4.98,21,30.5,110,4.63,7.52,0.000,0.000,0,Florida International,Conference USA (C-USA),2014,INA,INA,0,0,2550621
GH-1025,Gordon,Hill,G.Hill,DB,,71,218,2/25/1993,4.64,17,37,118,4.5,7.34,0.000,0.000,0,Sacred Heart,,2015,INA,INA,0,0,2553893
GH-1050,Gerald,Hodges,G.Hodges,LB,,73,243,1/17/1991,4.7,22,35,119,4.29,7.27,32.000,9.000,120,Penn State,Big Ten,2013,ARI,MLB,51,1,2539293
GH-1075,Gerod,Holliman,G.Holliman,DB,,72,206,5/6/1994,0,0,0,0,0,0,32.000,9.500,239,Louisville,Atlantic Coast (ACC),2015,INA,INA,0,0,2552442
GH-1087,Gabe,Holmes,G.Holmes,TE,,76,260,3/29/1991,4.88,21,33.5,112,4.3,7.31,33.000,10.125,0,Purdue,Big Ten,2015,IND,FUT,0,4,2553658
GH-1093,Gerald,Holmes,G.Holmes,RB,,71,220,11/15/1994,4.67,17,35,128,4.38,7,0.000,0.000,0,Michigan State,Big Ten,2018,INA,INA,0,0,2561686
GH-1100,Glenn,Holt,G.Holt,WR,,73,195,7/31/1984,0,0,0,0,0,0,0.000,0.000,0,Kentucky,Southeastern (SEC),2006,INA,INA,0,0,2506858
GH-1125,Germone,Hopper,G.Hopper,WR,,72,181,10/22/1993,4.54,0,0,0,0,0,0.000,0.000,0,Clemson,Atlantic Coast (ACC),2017,INA,INA,0,0,2559463
GH-1150,Gator,Hoskins,G.Hoskins,TE,,73,244,12/19/1991,4.76,22,36.5,116,4.53,7.22,32.875,9.750,0,Marshall,Conference USA (C-USA),2014,INA,INA,0,0,2550485
GH-1162,Gregory,Howell,G.Howell,RB,,73,215,3/27/1996,4.58,19,27.5,116,4.51,7.55,0.000,0.000,0,Florida Atlantic,Conference USA (C-USA),2018,HOU,RB,38,4,2561344
GH-1168,Garrett,Hudson,G.Hudson,TE,,75,243,1/24/1995,4.61,20,34,115,4.41,7.26,0.000,0.000,0,Richmond,Colonial Athletic (CAA),2018,INA,INA,0,0,2561056
GH-1175,Gabe,Hughes,G.Hughes,TE,,76,241,10/15/1993,4.6,26,33.5,120,4.25,6.9,0.000,0.000,0,Florida Tech,,2016,INA,INA,0,0,2556560
GH-1200,Gaylon,Hyder,G.Hyder,DL,,77,290,10/18/1974,0,0,0,0,0,0,0.000,0.000,0,Texas Christian,Western Athletic,1999,INA,INA,0,0,2503890
GI-0100,Germain,Ifedi,G.Ifedi,OL,,78,324,6/2/1994,5.27,24,0,109,4.75,0,36.000,10.750,31,Texas A&M,Southeastern (SEC),2016,SEA,RT,65,2,2555395
GI-0150,Godwin,Igwebuike,G.Igwebuike,DB,,71,213,9/10/1994,4.44,19,35.5,128,4.12,6.56,0.000,0.000,0,Northwestern,Big Ten,2018,SF,FS,35,4,2560749
GI-0200,Gabe,Ikard,G.Ikard,OL,,76,304,9/26/1990,5.1,22,26,103,4.37,7.3,0.000,0.000,0,Oklahoma,Big 12,2014,INA,INA,0,0,2550487
GI-1300,George,Iloka,G.Iloka,DB,,76,225,3/31/1990,4.6,20,34.5,124,4.03,7.03,34.500,9.625,167,Boise State,Mountain West (MWC),2012,MIN,SS,23,3,2532869
GI-1400,Grant,Irons,G.Irons,DL,LB,78,285,7/7/1979,4.96,19,40.5,119,4.38,7.27,0.000,0.000,0,Notre Dame,FBS Independents,2002,INA,INA,0,0,2504960
GJ-0050,Gabe,Jackson,G.Jackson,OL,,75,336,7/12/1991,5.42,30,29,108,4.78,8.25,33.750,10.000,81,Mississippi State,Southeastern (SEC),2014,OAK,RES,66,3,2543733
GJ-0100,Grady,Jackson,G.Jackson,DL,,74,345,1/21/1973,0,0,0,0,0,0,0.000,0.000,193,Knoxville,,1997,INA,INA,0,0,2501324
GJ-0200,Greg,Jackson,G.Jackson,DB,,73,217,8/20/1966,0,0,0,0,0,0,0.000,0.000,78,LSU,Southeastern (SEC),1989,INA,INA,0,0,2501325
GJ-0250,Grady,Jarrett,G.Jarrett,DL,,73,304,4/28/1993,5.03,33,31,113,4.56,7.37,32.375,10.000,137,Clemson,Atlantic Coast (ACC),2015,ATL,DT,97,1,2552327
GJ-0300,Greg,Jeffries,G.Jeffries,DB,,69,195,10/16/1971,0,0,0,0,0,0,0.000,0.000,147,Virginia,Atlantic Coast (ACC),1993,INA,INA,0,0,2501376
GJ-0350,Greg,Jenkins,G.Jenkins,WR,,73,208,8/23/1989,4.74,15,30,111,4.25,7.16,32.125,9.500,0,Alabama State,Southwestern Athletic (SWAC),2013,INA,INA,0,0,2541991
GJ-0400,Greg,Jennings,G.Jennings,WR,,71,198,9/21/1983,4.42,0,36.5,117,4.18,6.69,30.000,9.000,52,Western Michigan,Mid-American (MAC),2006,INA,INA,0,0,2495867
GJ-0500,Greg,Jerman,G.Jerman,OL,,77,310,1/24/1979,0,0,0,0,0,0,0.000,0.000,0,Baylor,Big 12,2002,INA,INA,0,0,2504887
GJ-0600,Garrett,Johnson,G.Johnson,DL,,75,295,12/31/1975,5.16,22,28,104,4.45,7.74,0.000,0.000,0,Illinois,Big Ten,2000,INA,INA,0,0,2501424
GJ-0650,Garrett,Johnson,G.Johnson,WR,,70,169,12/3/1995,4.52,12,40,118,4.26,6.81,0.000,0.000,0,Kentucky,Southeastern (SEC),2018,INA,INA,0,0,2561532
GJ-0700,Gartrell,Johnson,G.Johnson,RB,,70,222,6/21/1986,4.75,20,34,114,0,0,0.000,0.000,134,Colorado State,Mountain West (MWC),2009,INA,INA,0,0,80652
GJ-0800,George,Johnson,G.Johnson,DL,,76,265,12/11/1987,0,0,0,0,0,0,0.000,0.000,0,Rutgers,Big East,2010,INA,INA,0,0,2517637
GJ-0850,Gus,Johnson,G.Johnson,RB,,70,222,8/10/1993,4.65,26,36.5,120,4.13,7.09,29.625,9.125,0,Stephen F Austin State,Southland,2015,INA,INA,0,0,2553662
GJ-0900,Greg,Jones,G.Jones,LB,,76,238,5/22/1974,0,0,0,0,0,0,0.000,0.000,51,Colorado,Big 12,1997,INA,INA,0,0,2501488
GJ-1000,Greg,Jones,G.Jones,LB,,72,242,10/5/1988,4.75,21,31.5,117,4.27,7.21,0.000,0.000,185,Michigan State,Big Ten,2011,INA,INA,0,0,2508131
GJ-1100,Greg,Jones,G.Jones,RB,,73,254,5/9/1981,0,0,0,0,0,0,0.000,0.000,55,Florida State,Atlantic Coast (ACC),2004,INA,INA,0,0,2506085
GJ-1200,Greg,Joseph,G.Joseph,K,,73,210,8/4/1994,0,0,0,0,0,0,0.000,0.000,0,Florida Atlantic,Conference USA (C-USA),2018,CLE,PK,17,1,2561534
GK-0050,G.J.,Kinne,G.Kinne,QB,,74,234,12/1/1988,4.85,0,33,115,4.38,6.78,0.000,0.000,0,Tulsa,Conference USA (C-USA),2012,INA,INA,0,0,2535827
GK-0075,George,Kittle,G.Kittle,TE,,76,247,10/9/1993,4.52,18,38.5,132,0,7,33.125,9.250,146,Iowa,Big Ten,2017,SF,TE,85,1,2558266
GK-0100,George,Koonce,G.Koonce,LB,,73,245,10/15/1968,0,0,0,0,0,0,0.000,0.000,0,East Carolina,FBS Independents,1992,INA,INA,0,0,2501645
GL-0050,Greg,Latta,G.Latta,DL,,77,260,12/27/1991,4.81,19,34,120,4.44,7.14,0.000,0.000,0,Purdue,Big Ten,2014,INA,INA,0,0,2550217
GL-0100,Gerard,Lawson,G.Lawson,DB,,70,195,1/12/1985,0,0,0,0,0,0,0.000,0.000,0,Oregon State,Pacific 10,2008,INA,INA,0,0,2507433
GL-0200,George,Layne,G.Layne,RB,,71,250,10/9/1978,4.59,0,32,115,4.19,7.08,0.000,0.000,108,Texas Christian,Western Athletic,2001,INA,INA,0,0,2504728
GL-0300,Greg,Lewis,G.Lewis,WR,,72,180,2/12/1980,0,0,0,0,0,0,0.000,0.000,0,Illinois,Big Ten,2003,INA,INA,0,0,2505279
GL-0400,Greg,Little,G.Little,WR,,74,220,5/30/1989,4.51,27,40.5,129,4.21,6.8,33.250,9.125,59,North Carolina,Atlantic Coast (ACC),2011,INA,INA,0,0,2495192
GL-0500,Greg,Lloyd,G.Lloyd,LB,,73,246,2/10/1989,4.8,22,32,109,4.46,7.17,0.000,0.000,237,Connecticut,Big East,2011,INA,INA,0,0,2508139
GL-0600,Gavin,Lutman,G.Lutman,WR,,76,201,3/27/1991,4.5,9,36.5,125,4.2,6.65,31.250,10.000,0,Pittsburg State,,2015,INA,INA,0,0,2553671
